Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,CO_GasSensor,Ambient Light Level,Activity Level,CO2_Average,CO2_Divergence,MetalOxide_PCA,Time of Day_evening,Time of Day_morning,Time of Day_night,HVAC Operation Mode_eco_mode,HVAC Operation Mode_heating_active,HVAC Operation Mode_maintenance_mode,HVAC Operation Mode_off,HVAC Operation Mode_ventilation_only
29.525,51.34,115.2036945122518,571.3932722757884,2.0,4,0,343.2984833940201,456.1895777635366,0.8327589896678074,0,0,0,0,0,0,0,1
17.92,44.65,88.62477039778327,599.7606353718422,0.0,3,2,344.1927028848128,511.13586497405896,0.7421777832321881,0,0,0,0,0,1,0,0
20.52,51.39,88.13180383650743,614.9737473322767,1.0,3,1,351.55277558439207,526.8419434957693,1.0039753279294568,0,0,0,0,0,0,0,0
17.95,54.83,103.53299051750672,598.4625451648071,1.0,4,1,350.99776784115693,494.9295546473004,2.2477454341967222,0,1,0,0,0,0,1,0
20.69,47.47,113.84106497478012,577.9188516822545,1.0,4,2,345.8799583285173,464.0777867074744,-0.08176977086496837,0,0,1,0,0,0,1,0
19.56,56.21,137.54577547024024,556.5385385401078,2.0,1,2,347.042157005174,418.9927630698675,-1.9723620014632706,0,1,0,0,0,0,0,0
19.75,50.36,82.03150153111737,620.5032854136695,1.0,2,2,351.2673934723934,538.4717838825521,1.3100166462496896,0,0,0,0,0,0,1,0
24.02,48.39,128.69236054707457,539.5924382808798,3.5,3,0,334.1423994139772,410.90007773380523,-3.1675453714149624,1,0,0,0,0,1,0,0
20.68,51.39,82.11963477003951,618.2821226306764,1.0,4,1,350.200878700358,536.1624878606369,1.0884458849894192,0,0,0,0,0,0,0,0
20.51,49.3,72.22827130716726,622.2855696366271,1.0,4,1,347.25692047189716,550.0572983294599,0.5716220517650994,0,0,0,1,0,0,0,0
19.64,51.39,139.90216812296558,579.3019063891666,1.0,1,1,359.60203725606607,439.399738266201,-0.11854662018497258,0,1,0,0,0,0,1,0
20.14,49.06,78.41885375184202,629.8702582161578,2.0,4,1,354.1445559839999,551.4514044643158,0.5649754945460894,0,0,0,0,0,1,0,0
20.46,48.68,86.69215989989466,621.53228120042,1.0,3,2,354.11222055015736,534.8401213005253,0.40062177445959407,0,0,0,0,0,0,0,0
20.17,49.76,82.71034869962773,614.6654057774988,1.0,2,1,348.68787723856326,531.9550570778711,-0.08173962249660212,0,0,0,0,0,0,0,0
29.525,49.07,74.4119451101567,620.2173120425438,1.0,3,2,347.31462857635023,545.8053669323871,0.2765352208989436,0,0,0,1,0,0,0,0
29.525,47.17,78.71040024773285,565.6937393337957,0.0,2,1,322.2020697907643,486.98333908606287,2.1541279538078313,0,0,0,0,1,0,0,0
20.43,50.1,83.17976872178201,619.4582750567791,1.0,1,2,351.3190218892806,536.2785063349971,0.37042187115520403,0,0,0,0,0,0,0,0
20.62,49.78,80.43205163699889,617.4874108490756,1.0,4,2,348.95973124303725,537.0553592120766,0.29867874822116003,0,0,0,0,0,0,1,0
24.18,50.84,142.13385923937366,555.8271749759981,3.0,3,0,348.9805171076859,413.6933157366244,-3.900810156040243,1,0,0,0,1,0,0,0
20.17,51.22,93.4549862507796,605.9178391852383,1.0,4,0,349.68641271800897,512.4628529344587,-0.4914531928191887,0,0,0,0,0,0,1,0
22.5,55.28,133.21845630277076,561.1622691071584,2.0,1,0,347.19036270496457,427.9438128043877,-2.8802162884855043,1,0,0,0,0,1,0,0
22.99,51.07,116.78090387040804,532.6837189245388,3.5,3,0,324.7323113974734,415.9028150541307,-2.424576319393131,0,0,0,0,0,0,0,0
20.19,59.845,89.47090952631116,620.3647937532222,1.0,4,0,354.9178516397667,530.893884226911,0.07048469507579329,0,0,0,0,1,0,0,0
20.11,51.83,91.1358812843412,622.0646705076027,1.0,0,0,356.60027589597195,530.9287892232616,0.20136385636228,0,0,0,0,0,0,1,0
20.46,52.84,104.57363217698487,549.9899683973821,1.0,3,0,327.2818002871835,445.4163362203972,0.18253020383496546,0,0,1,0,1,0,0,0
21.93,49.83,54.84060484855865,602.3768660001213,1.0,3,1,328.60873542433995,547.5362611515626,-0.8005303844359817,0,0,1,0,0,0,0,0
29.525,51.67,105.63099753884984,596.5348687146836,1.0,2,2,351.08293312676676,490.9038711758338,1.1046478359616596,0,1,0,0,0,0,0,0
19.73,52.82,90.26054296259922,615.8839004087587,1.0,1,1,353.0722216856789,525.6233574461595,0.21665600590998274,0,0,0,0,0,1,0,0
19.66,53.02,88.5550789481028,618.0017121206158,1.0,3,1,353.27839553435933,529.446633172513,-0.06658507944879417,0,0,0,0,0,0,0,0
21.73,51.39,97.11228360986809,576.2412798901831,1.0,3,0,336.6767817500256,479.12899628031505,-0.013348860939673647,0,0,0,1,0,0,0,0
19.47,51.39,101.7128459123834,579.5094117526194,1.0,4,1,340.6111288325014,477.796565840236,-0.6622646497258375,0,1,0,0,0,0,1,0
17.14,43.94,97.56472474585796,595.7506123617169,1.0,2,1,346.6576685537874,498.1858876158589,0.2245569300208204,0,1,0,0,0,0,0,1
19.25,54.18,85.5083014374421,614.890761132058,1.0,0,2,350.19953128475004,529.3824596946158,0.09247520455723689,0,0,0,1,0,0,0,0
19.15,51.39,81.53037662369432,619.2927776146923,1.0,2,1,350.41157711919334,537.762400990998,0.3100911125570775,0,0,0,0,0,1,0,0
19.25,54.29,82.72854916707328,617.7141023503868,1.0,4,1,350.2213257587301,534.9855531833135,0.7401686638414279,0,0,0,0,1,0,0,0
19.36,51.39,86.91719748451638,615.1516861901864,1.0,3,0,351.0344418373514,528.2344887056701,-0.25153719003384306,0,0,0,0,0,1,0,0
21.91,51.39,124.913681207635,576.125566635466,2.0,4,0,350.51962392155053,451.211885427831,-0.3092645460487546,1,0,0,0,0,1,0,0
20.21,52.43,92.16789598157985,611.7725731093287,1.0,3,0,351.9702345454543,519.6046771277489,0.32004325611703893,0,0,0,0,1,0,0,0
20.88,51.1,87.69348040648408,613.5519318143632,1.0,1,0,350.6227061104237,525.8584514078791,0.564701231347999,0,0,0,0,1,0,0,0
21.23,51.39,93.08604725416076,613.0982916361886,1.0,3,0,353.0921694451747,520.0122443820278,0.23317097785297428,0,0,0,0,1,0,0,0
21.58,50.26,85.4337311333106,617.1213671543585,1.0,4,0,351.27754914383456,531.6876360210479,-0.7634551616229183,0,0,0,0,1,0,0,0
19.87,50.52,113.2219155059498,581.2597904541452,2.0,3,0,347.2408529800475,468.0378749481954,-1.0890163295781858,1,0,0,0,0,1,0,0
21.09,52.71,96.59124055755932,610.2071338858742,1.0,1,1,353.3991872217168,513.6158933283149,0.5752293216876674,0,0,0,0,0,0,0,1
21.57,51.77,97.77632534547683,613.9738586256398,1.0,4,1,355.8750919855583,516.1975332801629,0.748552333542249,0,0,0,0,0,0,0,1
21.75,51.55,95.36183471922072,610.4092309060856,1.0,3,1,352.88553281265314,515.0473961868648,0.515565798712156,0,0,0,0,1,0,0,0
21.68,51.39,103.22161530710808,606.9676488063321,1.0,3,0,355.0946320567201,503.74603349922404,0.39334205824204754,0,0,0,0,0,0,0,1
20.0,52.64,100.34536330922164,581.9043234748661,1.0,4,1,341.1248433920439,481.5589601656445,0.14114291537394863,1,0,0,1,0,0,0,0
20.59,53.55,112.05749067079122,594.2367021200208,1.0,1,0,353.14709639540604,482.17921144922957,-0.12679504878522282,0,0,1,1,0,0,0,0
21.93,51.39,100.18590220005568,606.8616868067865,1.0,4,1,353.5237945034211,506.67578460673076,0.1714274490683022,0,0,0,0,0,0,0,1
17.87,43.78,72.3142569205544,621.368728239823,0.0,2,0,346.8414925801887,549.0544713192686,3.792575649694921,0,1,0,0,0,1,0,0
22.21,51.93,96.844565791675,603.2184119171945,1.0,2,2,350.03148885443477,506.37384612551955,0.22598957636100686,1,0,0,0,0,0,0,0
18.68,52.6,122.7645119827265,592.6473746295454,1.0,3,1,357.70594330613596,469.8828626468189,0.6942612601418663,0,0,0,0,0,0,0,0
12.585,51.84,104.23765391956633,609.7337058820542,1.0,3,0,356.9856799008103,505.49605196248785,-0.09505007763152133,1,0,0,0,1,0,0,0
19.81,58.73,166.35999806632248,550.0242404353945,1.0,3,0,358.19211925085847,383.66424236907204,-1.5823970363124176,0,1,0,0,1,0,0,0
22.74,51.42,101.34953816870404,606.7030277841297,1.0,3,0,354.0262829764169,505.3534896154257,0.2774372404727059,1,0,0,0,1,0,0,0
19.4,52.73,123.26790163036844,591.7877688897382,1.0,4,1,357.52783526005334,468.5198672593698,1.0599406999781713,0,0,1,0,0,0,0,0
22.92,51.21,104.2646773105038,604.860089078812,1.0,2,0,354.5623831946579,500.5954117683083,-0.13311305956787248,1,0,0,0,0,0,0,0
23.08,50.95,103.59775753263226,605.7990625190025,1.0,2,2,354.6984100258174,502.20130498637025,0.1536679237145221,1,0,0,0,1,0,0,0
19.35,47.73,75.01891960081446,628.8947525629055,1.0,4,1,351.95683608186,553.8758329620911,3.022503668123433,0,1,0,0,0,0,0,0
23.7,49.71,108.18283690775698,612.9895403669589,1.0,4,1,360.5861886373579,504.8067034592019,-0.024828848307181996,1,0,0,0,0,1,0,0
23.43,51.39,111.56876274097488,605.5679041674757,1.0,4,2,358.5683334542253,493.99914142650084,-0.23220522363777035,1,0,0,0,0,0,0,1
12.585,47.32,111.79059401706522,577.632465940194,2.0,4,0,344.71152997862964,465.8418719231288,-0.1866332551974371,0,0,1,0,1,0,0,0
29.525,49.94,107.09414598275411,600.8342556936332,1.0,2,2,353.9642008381936,493.74010971087904,-0.09630885166742938,1,0,0,0,0,0,1,0
18.73,52.93,77.55787228886052,619.4490826487518,1.0,3,1,348.5034774688061,541.8912103598913,2.900985752244125,0,0,0,1,0,0,0,0
23.63,51.39,141.43126317156936,563.2920163521098,2.0,4,1,352.36163976183957,421.8607531805405,-2.7090775608638387,1,0,0,0,1,0,0,0
24.25,51.39,101.91827666272889,598.0959897553745,2.0,1,1,350.0071332090517,496.1777130926456,-0.21562424943749509,1,0,0,0,1,0,0,0
19.87,52.56,112.70651965455536,557.0240388912005,1.0,4,0,334.8652792728779,444.3175192366451,-0.4281993653402513,0,0,1,0,0,0,0,0
24.19,49.11,103.73927182194016,604.3111313156309,1.0,4,1,354.0252015687855,500.5718594936907,-0.01772351973756047,1,0,0,0,0,1,0,0
24.1,49.16,102.75668429831796,602.3806362648402,1.0,2,0,352.56866028157907,499.6239519665222,0.10590809111675555,1,0,0,0,0,0,1,0
24.08,49.09,104.17716851791955,604.5809812142369,2.0,1,0,354.3790748660782,500.40381269631735,-0.2187668581517135,1,0,0,0,0,0,0,1
19.37,57.36,116.61441329077128,598.1149682139978,2.0,4,0,357.36469075238455,481.50055492322656,-0.0027196783810014397,0,1,0,0,1,0,0,0
24.5,47.59,103.86554273195873,602.0088415303027,1.0,2,1,352.9371921311307,498.14329879834395,0.09113827157334001,1,0,0,0,0,1,0,0
15.48,42.19,166.35999806632248,605.2286667084591,1.0,2,0,385.7943323873908,438.8686686421366,4.162315620091529,0,1,0,0,0,0,0,0
24.94,46.56,54.84060484855865,605.8680701925945,1.0,2,1,330.35433752057656,551.0274653440358,-0.1434082240728423,1,0,0,0,0,0,1,0
24.77,46.93,103.95855371210487,597.9077437831438,1.0,4,1,350.93314874762433,493.94919007103897,-0.042826389500806916,1,0,0,0,0,0,0,1
19.43,53.18,88.88005505743772,572.1101392871815,1.0,4,0,330.4950971723096,483.23008422974374,-0.19286322927996985,0,0,0,0,0,0,0,0
24.68,51.39,113.58471440383173,599.4548793353615,2.0,3,1,356.51979686959663,485.87016493152976,-0.48539328642502255,1,0,0,0,0,0,0,0
24.92,46.65,107.366911668806,600.0270515428338,2.0,3,2,353.6969816058199,492.6601398740278,-1.5361347195974053,1,0,0,0,0,0,0,0
29.525,48.34,110.55291314291937,605.1455533787171,2.0,4,1,357.8492332608182,494.5926402357977,-0.5566066603443249,1,0,0,1,0,0,0,0
23.94,48.99,127.38768967635292,589.9498310655981,2.0,4,0,358.6687603709755,462.5621413892452,-0.5138091919751939,1,0,0,0,0,1,0,0
29.525,48.51,120.22080063389004,599.2374284747833,2.0,0,0,359.72911455433666,479.0166278408933,-1.599544278865614,1,0,0,0,0,0,0,1
20.66,51.39,130.31147862320495,572.3565770299084,2.0,3,1,351.3340278265567,442.04509840670346,-0.19063445022381617,0,0,0,0,0,0,1,0
29.525,52.08,138.4817543897393,593.3966595009268,2.0,4,0,365.93920694533307,454.9149051111875,-0.21633677092766945,1,0,0,1,0,0,0,0
29.525,51.39,118.4412166058418,595.7294346253915,2.0,4,0,357.0853256156166,477.2882180195497,-1.5617931311895714,1,0,0,0,0,1,0,0
23.1,51.39,54.84060484855865,570.9823979498846,1.0,3,0,312.9115013992216,516.1417931013259,-2.601269064974834,1,0,0,1,0,0,0,0
16.31,48.26,72.74928133159473,605.7003586123409,1.0,4,0,339.2248199719678,532.9510772807462,3.673269150882004,0,0,0,0,0,0,0,1
24.91,48.19,116.51419045027993,595.1145817699995,2.0,1,0,355.8143861101397,478.6003913197196,-1.196697609610703,1,0,0,0,0,1,0,0
24.92,48.03,118.08810306936626,601.1111885956436,2.0,3,0,359.59964583250496,483.0230855262774,-1.0633234529660227,1,0,0,0,0,1,0,0
21.0,57.79,120.20849906444404,546.3722243469151,1.0,3,0,333.2903617056796,426.1637252824711,-0.5236478193448905,0,0,1,0,1,0,0,0
24.86,48.3,130.2385431261466,594.774794877312,3.0,3,0,362.50666900172934,464.5362517511654,-0.9421450440797396,1,0,0,0,0,1,0,0
18.35,53.43,103.09428740955792,566.3607228734368,1.0,4,0,334.7275051414973,463.26643546387885,-1.4247401449404442,0,0,0,0,0,1,0,0
24.63,48.57,123.46203811347785,601.1021244264977,3.0,4,0,362.28208126998777,477.6400863130198,-1.6346109386993026,1,0,0,0,0,1,0,0
18.57,42.125,121.18492261318048,579.7039704072748,1.0,4,1,350.44444651022764,458.5190477940944,0.02243455247780189,0,0,1,0,0,0,0,0
29.525,49.16,118.65798066754472,595.1337899391223,3.0,1,0,356.8958853033335,476.47580927157753,-1.515943061084693,1,0,0,0,0,0,0,1
23.96,50.52,142.70154352639773,546.6907447922083,1.0,2,0,344.696144159303,403.9892012658106,-1.5922251538242957,1,0,0,0,0,0,1,0
17.43,42.6,89.41818953621097,595.3771076432525,1.0,2,1,342.3976485897318,505.95891810704154,2.409254737244628,0,1,0,0,0,1,0,0
29.525,50.55,117.80117718001432,601.516326788962,3.0,1,0,359.65875198448816,483.71514960894774,-1.492863522219441,1,0,0,0,0,0,0,0
24.0,51.39,54.84060484855865,598.0227600562224,3.0,2,0,326.43168245239053,543.1821552076638,-0.22385136659046917,1,0,0,0,0,0,0,0
23.22,51.39,121.838526439944,597.363783323919,3.0,3,0,359.6011548819315,475.52525688397503,-1.3662633839794178,1,0,0,0,0,1,0,0
29.525,51.94,113.9033380606571,596.7133458384259,1.0,3,0,355.3083419495415,482.81000777776876,-2.3837769960471373,1,0,0,0,0,0,1,0
22.73,59.845,125.46616344446,591.5196173863786,3.0,4,0,358.4928904154193,466.05345394191863,-1.484077637246946,1,0,0,0,1,0,0,0
17.79,52.62,123.40616232095134,596.4830167304939,0.0,4,1,359.9445895257226,473.07685440954253,2.213776026092699,0,0,1,0,0,0,0,0
23.1,52.18,110.27111079412704,560.5661124825334,3.0,3,0,335.4186116383302,450.2950016884064,-3.7202111657065178,1,0,0,0,0,1,0,0
22.4,53.05,116.49355862945524,599.1034600888916,3.0,2,0,357.7985093591734,482.6099014594363,0.06094628193796979,1,0,0,1,0,0,0,0
22.35,53.17,119.06711787993628,593.891696586795,3.0,3,0,356.47940723336563,474.8245787068587,-1.226191713575495,1,0,0,1,0,0,0,0
29.525,52.67,118.15349416243488,599.7473245651153,3.0,4,0,358.95040936377507,481.5938304026804,-1.3940865471231072,1,0,0,1,0,0,0,0
19.68,50.01,123.27657112146854,592.9941147826512,1.0,4,1,358.1353429520599,469.7175436611827,-1.284394074499961,1,0,0,0,0,0,1,0
22.21,53.22,123.41401354194258,593.8818859099352,3.0,4,0,358.64794972593893,470.46787236799264,-0.9359818123340187,1,0,0,1,0,0,0,0
21.53,51.39,118.41743694467384,593.7223980323458,3.0,4,0,356.0699174885098,475.304961087672,-1.0268540199648186,1,0,0,0,0,0,1,0
12.614772127623358,52.79,115.63568837809242,550.8713604650706,1.0,3,0,333.25352442158146,435.2356720869781,-1.6383519838259664,0,0,1,0,0,0,1,0
21.78,54.45,118.66193649157478,594.3288738388804,3.0,2,0,356.4954051652276,475.66693734730563,-0.7147848444046185,1,0,0,0,0,0,0,1
21.76,54.56,108.49696597954237,595.1227591621906,3.0,2,0,351.80986257086647,486.62579318264824,-0.9146108782186861,1,0,0,0,0,0,0,0
21.35,55.62,107.9962962212852,601.310360645066,1.0,4,0,354.6533284331756,493.3140644237808,-0.9662102104943229,1,0,0,1,0,0,0,0
21.32,55.61,109.88748325086812,597.0264873272876,3.0,4,0,353.4569852890778,487.13900407641944,0.644131719371713,1,0,0,0,1,0,0,0
22.71,44.01,128.8065837750779,573.4681556857834,1.0,2,0,351.13736973043063,444.66157191070545,-0.6147515733364339,1,0,0,1,0,0,0,0
19.54,55.7,54.84060484855865,562.7279177378743,1.0,3,1,308.7842612932165,507.8873128893157,0.6623746520573476,0,1,0,0,0,0,0,0
21.16,55.76,107.37536778345012,602.4714285646234,3.0,3,0,354.9233981740367,495.09606078117326,-0.6365440874393489,1,0,0,0,1,0,0,0
23.62,46.37,113.92975454123724,582.3789288740769,1.0,4,2,348.15434170765707,468.4491743328397,-0.39615758276115237,0,0,0,0,1,0,0,0
19.69,42.125,120.01758372752089,549.4226349725936,2.0,3,0,334.72010935005727,429.40505124507274,-1.7453391203059725,0,0,1,0,0,0,1,0
18.63,53.7,120.524377973475,592.700750732716,1.0,0,0,356.6125643530955,472.17637275924096,0.320969298625934,0,1,0,0,0,0,0,0
19.43,57.72,105.62235442287404,559.7253244061958,1.0,4,0,332.67383941453494,454.10296998332177,0.3127358538052846,0,0,0,0,0,0,0,0
20.96,51.39,111.10444391559034,603.1897259730089,3.0,2,0,357.1470849442996,492.08528205741857,0.364241676982461,0,0,1,1,0,0,0,0
19.9,49.2,116.28561745814848,597.3942303522755,1.0,3,1,356.839923905212,481.108612894127,0.19724309503205145,0,0,1,0,1,0,0,0
20.91,55.97,107.39196952055968,604.702770131039,3.0,4,0,356.0473698257993,497.3108006104793,-0.7759554496867243,0,0,1,0,1,0,0,0
20.81,55.89,105.45355158356196,606.5661331764908,3.0,3,0,356.0098423800264,501.1125815929288,-0.4484680023854709,0,0,1,0,0,0,0,1
20.89,55.69,112.6868005624484,606.5442477470872,3.0,4,0,359.6155241547678,493.8574471846388,-0.24583481780923852,0,0,1,0,0,0,1,0
20.94,55.52,112.71896824027344,598.9193981857563,3.0,1,0,355.81918321301487,486.2004299454829,-0.6364562888988635,0,0,1,0,0,0,0,1
20.74,55.97,103.41038067519288,597.4940311954783,3.0,4,0,350.4522059353356,494.08365052028546,-0.7643746261781077,0,0,1,0,1,0,0,0
22.73,50.64,123.65386431402077,556.9789993405349,2.0,4,0,340.3164318272778,433.3251350265141,-1.0470623236519117,1,0,0,0,0,0,0,0
18.66,49.74,128.8697411459562,575.797363615739,2.0,4,0,352.33355238084755,446.92762246978276,-0.631080484052725,0,1,0,0,0,0,0,1
21.42,52.45,121.59662740652428,571.8933607633509,2.0,2,0,346.74499408493756,450.2967333568266,-2.9476389609391385,0,0,1,0,0,0,0,0
25.16,46.81,116.68716038954452,566.7471471597266,2.0,4,0,341.71715377463556,450.05998677018215,-1.9817594596593653,1,0,0,0,0,0,0,1
20.78,55.78,54.84060484855865,597.6516545054961,3.0,4,0,326.2461296770274,542.8110496569375,-0.8243601850190571,0,0,1,0,0,0,0,0
20.63,56.16,111.23500661060476,598.666515166506,3.0,2,0,354.95076088855535,487.43150855590125,-0.470158235470939,0,0,1,1,0,0,0,0
29.525,51.39,109.26286710230474,597.4483855398909,3.0,4,0,353.3556263210978,488.1855184375861,-0.5873350957541431,0,0,1,0,0,0,0,1
20.52,56.48,108.74585098991128,601.4772403177711,1.0,3,0,355.1115456538412,492.73138932785986,-0.8498475718248754,0,0,1,0,0,0,1,0
20.43,56.6,110.95409168917448,600.0704838708672,3.0,2,0,355.5122877800208,489.11639218169273,-0.5292207730978097,0,0,1,0,1,0,0,0
20.39,56.53,105.61410295771202,596.2623398278696,3.0,0,0,350.9382213927908,490.6482368701576,-0.6369969453722016,0,0,1,1,0,0,0,0
20.69,58.24,119.07063390477364,546.6331401840085,1.0,3,0,332.8518870443911,427.56250627923487,-0.44509913393636213,0,0,1,0,0,0,1,0
20.45,56.3,113.2936640464556,597.4231220665458,1.0,4,0,355.35839305650074,484.1294580200902,-0.42611403656901603,0,0,1,0,0,0,1,0
20.72,50.69,105.90768030326568,582.9474039135033,1.0,4,1,344.4275421083845,477.0397236102376,0.41621592522105527,0,0,0,0,1,0,0,0
18.44,51.39,113.9173553788458,590.4966183438974,1.0,4,0,352.20698686137155,476.57926296505156,1.6908477432940872,0,0,1,0,0,1,0,0
24.29,49.72,141.85536051092294,561.2254801740612,2.0,4,0,351.5404203424921,419.37011966313827,-3.0834270801004475,1,0,0,0,1,0,0,0
17.66,44.92,99.21808948735122,603.3488708266576,0.0,0,0,351.2834801570044,504.1307813393064,1.4669095368922473,0,1,0,0,1,0,0,0
22.02,49.65,122.96533048580312,578.5027409647732,2.0,4,0,350.7340357252882,455.5374104789701,-0.6536944549151945,0,0,0,1,0,0,0,0
20.24,51.39,104.71479153873618,600.0579681245115,3.0,3,0,352.38637983162386,495.3431765857753,-0.4231249397690893,0,0,1,0,0,0,0,0
22.11,43.03,100.00910100516934,589.8808777871008,1.0,4,1,344.94498939613504,489.87177678193143,0.6107013156313128,1,0,0,0,0,0,0,0
20.31,55.74,141.10259533181534,554.9830967369595,2.0,3,0,348.0428460343874,413.8805014051442,-1.6428740883204023,0,0,1,0,0,0,0,0
29.525,56.4,111.05329035666476,594.9892259271221,3.0,1,0,353.02125814189344,483.93593557045733,-0.6038633464913582,0,0,1,0,0,1,0,0
20.22,56.7,112.6787190176048,597.9566052098554,3.0,0,0,355.3176621137301,485.2778861922506,-0.6732593051244008,0,0,1,0,1,0,0,0
20.11,57.0,166.35999806632248,590.3097819193272,1.0,3,0,378.33488999282486,423.9497838530047,-1.7615487509120478,0,0,1,0,1,0,0,0
20.21,56.79,115.05179403799887,595.4133630232244,3.0,4,0,355.23257853061165,480.3615689852255,-0.428274211417819,0,0,1,0,0,0,0,1
22.56,44.84,128.4301050559735,578.0463042954354,2.0,3,0,353.2382046757045,449.61619923946193,-0.44777279916724794,1,0,0,0,0,1,0,0
19.42,48.75,116.64658469797334,586.9930581588069,1.0,4,2,351.8198214283901,470.3464734608335,0.41919265569112146,0,0,1,1,0,0,0,0
23.64,51.39,88.7720054418626,609.1390408298419,1.0,2,0,348.9555231358522,520.3670353879793,-0.10554046822941483,0,0,0,0,0,1,0,0
20.15,56.69,106.96921984208184,596.9986662394251,3.0,1,0,351.9839430407535,490.0294463973433,-0.607080071188856,0,0,1,1,0,0,0,0
20.15,56.69,111.27984831669409,600.0249736519463,3.0,4,1,355.6524109843202,488.7451253352522,-0.8163904434332641,0,0,1,0,0,0,1,0
